id,Title,Content,Date,Permalink,Categories,Tags
9060,IBM's Four Ways to Innovate using Big Data,"<a href=""http://ericbrown.com/wp-content/uploads/2014/12/big-data-ecommerce.jpg""><img class=""alignleft size-medium wp-image-9062"" src=""http://ericbrown.com/wp-content/uploads/2014/12/big-data-ecommerce-300x169.jpg"" alt=""Keyboard with Big Data Button."" width=""300"" height=""169"" /></a>I just read through ""<a title=""Four Ways To Innovate Using Big Data And Analytics"" href=""http://www.forbes.com/sites/ibm/2014/12/08/four-ways-to-innovate-using-big-data-and-analytics/"" target=""_blank"">Four Ways to Innovate Using Big Data and Analytics</a>"" over on Forbes. It's a good read...you should jump over and read it yourself.

If you don't have the time (or just don't want to), I give my thoughts on these 'four ways"" below.

The 'four ways' are:
<ol>
	<li>The payback on big data investments is happening quickly</li>
	<li>Businesses are increasingly using big data to solve operational challenges</li>
	<li>Organizations are reinventing business processes using digital tech</li>
	<li>Velocity, not volume, is driving the impact of big data</li>
</ol>
Before I dive into my thoughts, I have to point out that these 'four ways' are really only three as #1 above is really just informational.  I could also argue that #4 is mostly another informational tidbit (and one could argue that #2 and #3 are really the same thing) but I won't get that picky here.

The fact that many companies are seeing payback on big data investments is wonderful. The article reports on an <a href=""http://www-935.ibm.com/services/us/gbs/thoughtleadership/2014analytics/"" target=""_blank"">IBM survey that shows</a> payback is happening very quickly with ""<em>some 63 percent of companies surveyed are seeing a return within a year, and 26 percent are getting a payback in six month</em>."" That's impressive, considering many organizations I've worked with and spoke to have no clear idea on how to calculate ROI or payback on big data initiatives when they first begin researching those initiatives.

I do love the fact that companies are using big data to solve operational challenges. That's one of the real areas of value that you can easily point at and say ""we saved X dollars or Y percent due to operational changes due to big data and analytics.""  One of the examples given in the article for this innovative approach is <a href=""http://www.antheminc.com/"" target=""_blank"">Wellpoint's</a> use of big data to ""<em>make more effective decisions about approving medical procedures and getting patients the care they need more quickly</em>."" Wellpoint's new system can reportedly '<em>provide responses to requests for urgent pre-authorization in seconds instead of 72 hours</em>.' That's pretty impressive.

I also love the fact that companies are reinventing business processes using digital tech, big data and analytics.  Companies are using all sorts of data collected from many different locations (e.g., social, mobile, cloud, etc) and then using that data to cut costs, create new services and products and increase revenue.  Solving operational challenges is basically the same thing as reinventing business processes. That said, there's value in using data and analytics and applying them to your entire business to see if there is any improvements you can find.

The last item isn't exactly an innovative 'way' to use big data but it is an extremely important thing for every organization to consider. Companies not only need to think about the 'volume' of data that they're analyzing...they also need to think about the velocity of the data as it is collected and analyzed. The article again points to an IBM <a href=""http://www-935.ibm.com/services/us/gbs/thoughtleadership/2014analytics/"" target=""_blank"">survey</a> that claims ""<em>nearly three quarters of respondents say demand for data-driven insights will accelerate during the next 12 to 18 months</em>."" Not only are we collecting more data today then ever before, but we are collecting and analyzing more data at a much faster rate then ever before.

Data analysis is no longer just about the about the size or type of data but about how fast that data can be converted from bits and bytes into useful information for the business. If your organization can quickly and efficiently convert your data into useful, informative and innovative knowledge you'll be ahead of the big data game.",20141229,http://ericbrown.com/ibms-four-ways-innovate-using-big-data.htm,Big Data|The New CIO,Big Data|data analytics|Innovation
9071,Foto Friday - Another Sunrise on Isle of Palms,"This is another sunrise on Isle of Palms taken on our trip in November.  Captured with Canon 7D Mark II and Canon 17-40 L handheld.

[phototext]

<a href=""http://ericbrown.com/wp-content/uploads/2015/01/J9A7676-Edit-Edit-2.jpg""><img class=""aligncenter wp-image-9072"" src=""http://ericbrown.com/wp-content/uploads/2015/01/J9A7676-Edit-Edit-2.jpg"" alt=""Another sunrise on Isle of Palms"" width=""567"" height=""850"" /></a>",20150102,http://ericbrown.com/foto-friday-another-sunrise-isle-palms.htm,Foto Friday,Photography
9076,Using Twitter Sentiment for Market Decisions,"<a href=""http://blog.tradethesentiment.com/using-twitter-sentiment-market-decisions/"" target=""_blank""><em>This is a repost from TradeTheSentiment.com</em></a>

In October 2014, I successfully defended my dissertation titled ""Analysis of Twitter Messages for Sentiment and Insight for use in Stock Market Decision Making."" This dissertation was the final step in earning more D.Sc. in Information Systems.

In my dissertation, I reported on my research into using natural language processing (NLP) to perform sentiment analysis on Twitter messages. This sentiment is then analyzed to determine if this sentiment can be used for stock market investing decisions using the idea of the <a href=""https://tradethesentiment.com/features"" target=""_blank"">Bear/Bull ratio</a> which is a quantitative measure of sentiment from Twitter. The research conducted for my dissertation is the baseline for the services on this website.

You can view a video of my dissertation defense below (or click over to <a href=""http://vimeo.com/110938118#embed"" target=""_blank"">Vimeo to watch it there</a>).  Additionally, <strong>I've created a PDF version of my dissertation and I've listed it for sale on my Trade The Sentiment website  for $50 per copy</strong>. You can purchase this dissertation and read up on some of the research that is the basis of this site by buying a copy for yourself. on this site. When you purchase a copy, you'll have access to download a PDF version of my dissertation. To purchase a copy for yourself, <a href=""https://tradethesentiment.com/dissertation"" target=""_blank"">you can click here and use Paypal or Stripe to buy a copy</a>.

<em><strong>Note: If you are an academic research or doctoral student, <a href=""https://tradethesentiment.com/contact"" target=""_blank"">please contact me directly</a> and I'll share a copy of my dissertation for free.</strong></em>

<iframe src=""//player.vimeo.com/video/110938118?title=0&amp;byline=0&amp;portrait=0&amp;color=ff9933"" width=""700"" height=""500"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>

<a href=""http://vimeo.com/110938118"">Using Twitter Sentiment in the Stock Market</a> from <a href=""http://vimeo.com/ericbrown"">Eric D Brown</a> on <a href=""https://vimeo.com"">Vimeo</a>.",20150106,http://ericbrown.com/using-twitter-sentiment-market-decisions.htm,Doctorate|Sentiment,trade the sentiment|twitter Sentiment
9081,"Fixing the ""Malfunctions"" of the CIO","<a href=""http://ericbrown.com/wp-content/uploads/2015/01/canstock19935694.jpg""><img class="" size-full wp-image-9085 alignleft"" src=""http://ericbrown.com/wp-content/uploads/2015/01/canstock19935694.jpg"" alt=""Malfunction Stamp"" width=""150"" height=""150"" /></a>I just read ""<a title=""The Four Malfunctions of a CIO"" href=""http://blog.hellersearch.com/blog/the-four-malfunctions-of-a-cio"" target=""_blank"">The Four Malfunctions of a CIO</a>"" by Joe Scherrer and wanted to expand a but on what Joe writes about.   Before I do that, let me share the 'four malfunctions' that Joe highlights. They are:
<ul>
	<li>Not knowing yourself.</li>
	<li>Not communicating well.</li>
	<li>Inability to communicate the business value of IT.</li>
	<li>Not being organized.</li>
</ul>
These are definite malfunctions but they are 'fixable'.  Joe provides some good advice on how to go about resolving these particular malfunctions. I won't rehash his solutions here but I recommend you <a title=""The Four Malfunctions of a CIO"" href=""http://blog.hellersearch.com/blog/the-four-malfunctions-of-a-cio"" target=""_blank"">jump over and read them yourself</a>.

I shared Joe's post earlier today via Twitter and quickly had a great question from <a title=""Zach Gonzales"" href=""https://twitter.com/zack_g"" target=""_blank"">@zach_g</a> about any 'additions' that I'd add to the article.  I was already thinking about writing something but Zach pushed me over the edge to get this post published.  Thanks Zach! :)

While I agree with Joe's ""malfunctions"", there's a few more that I'd like to add to the list.  They are listed below and a discussion of each follows.
<ul>
	<li><strong>Not understanding the user base within your organization.</strong>  This is a difficult thing to 'solve', but it is a must for any CIO to address.  If the CIO (or IT) doesn't truly understand the users within the organization, no technology solution can possibly deliver what the business needs.</li>
	<li><strong>Focusing on the 'solution' over the 'problem.'</strong>  Many times, we within IT tend to focus on the solution rather than the larger problem we are asked to solve. We call something 'complete' once we've met a set of requirements and then we move on to the next solution to implement. We move from one project to the next without looking at the bigger picture of the business, which includes the larger business problems that cannot be solve with piecemeal solutions.</li>
	<li><strong>Not pushing 'agility' as a core capability of IT</strong>.  The modern (and future) IT group must be an agile one. It's no longer good enough to focus on processes and systems and keeping the lights on...the IT group has got to be able to work at the pace of business today, which is <em>not</em> the pace that we are used to working within the IT group.  Agility will bring rapid change for the better to both the IT group and the organization as a whole.</li>
</ul>
What are some additional 'malfunctions' that see with CIO's today?",20150109,http://ericbrown.com/fixing-malfunctions-cio.htm,Leadership|The New CIO,CIO|Leadership
9088,Foto Friday - Cormorants in the Fog,"I went out to Huntington Beach State Park this morning...it was extremely foggy but I got the opportunity to take a few interesting photos.  These cormorants taking off in the fog turned out nicely. Captured with a Canon 7D Mark II with Canon 400mm 5.6 L.

[phototext]

<a href=""http://ericbrown.com/wp-content/uploads/2015/01/15938402871_6d9ff370b4_z.jpg""><img class=""aligncenter size-full wp-image-9089"" src=""http://ericbrown.com/wp-content/uploads/2015/01/15938402871_6d9ff370b4_z.jpg"" alt=""Cormorants in the Fog"" width=""640"" height=""443"" /></a>",20150109,http://ericbrown.com/foto-friday-cormorants-fog.htm,Foto Friday,Photography
9091,"Are you a ""Supply Chain"" CIO or a Strategic CIO?","<a href=""http://ericbrown.com/wp-content/uploads/2015/01/supply_chain_tcm28-272372.gif""><img class=""alignleft wp-image-9092 size-full"" src=""http://ericbrown.com/wp-content/uploads/2015/01/supply_chain_tcm28-272372.gif"" alt=""Supply Chain CIO or Strategic CIO"" width=""299"" height=""152"" /></a>Over on the Gartner blog, Michael Moaz asked a great question in a recent post titled ""<a title=""CIOs can be supply specialists or maestros of innovation. Who are you?"" href=""http://blogs.gartner.com/michael_maoz/2015/01/08/cios-can-be-supply-specialists-or-maestros-of-innovation-who-are-you/"" target=""_blank"">CIOs can be supply specialists or maestros of innovation. Who are you?</a>""   The question is implied within the title of the post but I'll paraphrase it here for the benefit of discussion.  The paraphrased question is ""<em>Are you a Supply Chain CIO or a Strategic CIO</em>""?

When I say ""Supply Chain CIO"", I'm not talking about your industry...I'm talking about your approach to the role as technology leader within your organization.  Are you an order taker that does whatever the 'purchase order' says? Are you a logistics manager who just pushes orders around the data center?

Or...are you a Strategic CIO who is helping to lead business initiatives within your organization?

As a supply chain CIO, you're helping the operational side of the business tremendously. You are ensuring that the lights are staying on, the data center is running efficiently and technology is available to help the business. As a supply chain CIO, you and your team are known as the 'tech team' and are brought in when something needs to be implemented or 'fixed'.

There's no question that the supply chain CIO brings value to the organization. Every company needs someone to drive operational efficiency. Every company needs someone to make sure technology is being managed for optimum performance.  That said, companies don't need a CIO to focus on the operational side of things. There are plenty of other people within IT who can focus on operations. The CIO needs to be strategic in their thinking and in their actions.

As a strategic CIO, you're helping the whole business, not just the operational aspects of the business. You're helping direct the organization's use of technology to solve the business problems and add business value. You're driving your team to focus on the user and the client and not on the technology itself. As a strategic CIO, you are and your team are known as the 'problem solving' team brought in to help your organization think about how to solve business problems and deliver business value through the use of technology.

If you are struggling to define yourself as a CIO, make sure you push yourself into the strategic planning aspects of the role. Make sure you keep yourself and your team focused on the business problems and the users that are affected by those problems. If you can't (or won't) become the strategic CIO your company needs, you may find yourself as a <a title=""The Sidelined CIO"" href=""http://ericbrown.com/sidelined-cio.htm"" target=""_blank"">Sidelined CIO</a> in the not too distant future.",20150112,http://ericbrown.com/supply-chain-cio-vs-strategic-cio.htm,Featured|Strategy|The New CIO,CIO|Strategy
9100,Are you looking at all aspects of your business to identify cost savings?,"<a href=""http://ericbrown.com/wp-content/uploads/2015/01/savings-ahead.jpg""><img class=""alignleft wp-image-9108 size-medium"" src=""http://ericbrown.com/wp-content/uploads/2015/01/savings-ahead-202x300.jpg"" alt=""Savings Ahead"" width=""202"" height=""300"" /></a>I just read ""<a title=""Businesses prefer to cut in-house costs than challenge providers of outsourced services, survey finds"" href=""http://www.computerworlduk.com/news/outsourcing/3590995/businesses-prefer-cut-in-house-costs-than-challenge-providers-of-outsourced-services/"" target=""_blank"">Businesses prefer to cut in-house costs than challenge providers of outsourced services, survey finds</a>"" and just had to write a bit about the article.

The article, which reports on a survey by Alsbridge, claims that many businesses today are focused on cutting internal costs rather than looking at outsourced providers and services for cost savings.

<a href=""http://www.computerworlduk.com/news/outsourcing/3590995/businesses-prefer-cut-in-house-costs-than-challenge-providers-of-outsourced-services/"" target=""_blank"">According to the article</a>, ""<em>managers are reluctant to question service providers because the multi-vendor ecosystems they have built are too delicate to tamper with and too big to fail. Instead, businesses looking to cut costs are focusing 'excessively' on in-house labour costs</em>.""

Seems a bit strange doesn't it...only looking internally for cost savings?  If you are looking to cut costs, wouldn't you want to take a look at your entire operation to look for efficiency gains and places for savings?

According to the article, the reason companies aren't able or willing to look at outside vendors is due to the complexity of the services those vendors provide and the intermingling between multiple vendor's services and systems.  I realize modern organization's are complex and the technology infrastructure to support these organizations is also complex, but complexity shouldn't be a reason for not doing something.

I can't think of a single argument that any CIO or IT leader (or any business leader) could make that would convince me that they shouldn't look at every single aspect of their operation to identify places for cost savings.  I can't imagine any level of complexity that would keep me from looking at every aspect of the business for places to save money.

What about you and your organization? Are you looking at all aspects of your business to identify cost savings?",20150115,http://ericbrown.com/looking-aspects-business-identify-cost-savings.htm,Strategy|Technology|The New CIO,CIO|Cost Cutting|planning
9115,Foto Friday - Egret Resting,"I captured this Egret in Murrells Inlet SC. Captured with Canon 7D Mark II with Canon 400mm 5.6 L handheld.

[phototext]

<a href=""http://ericbrown.com/wp-content/uploads/2015/01/J9A7838-Edit.jpg""><img class=""aligncenter size-large wp-image-9116"" src=""http://ericbrown.com/wp-content/uploads/2015/01/J9A7838-Edit-1024x696.jpg"" alt=""Egret Resting"" width=""660"" height=""449"" /></a>",20150116,http://ericbrown.com/foto-friday-egret-resting.htm,Foto Friday,Photography
9119,The New CIO Revisited,"<a href=""http://ericbrown.com/wp-content/uploads/2015/01/businesswomanwithfinanci_72106-758x485.jpg""><img class=""alignleft size-medium wp-image-9123"" src=""http://ericbrown.com/wp-content/uploads/2015/01/businesswomanwithfinanci_72106-758x485-300x192.jpg"" alt=""New CIO"" width=""300"" height=""192"" /></a>Over on The CIO Leader, Ian Cox asks “<a href=""http://thecioleader.com/2015/01/13/are-cios-running-out-of-time/"">Are CIO’s running out of time?</a>”  In the article, Ian provides an excellent analysis of the current state of the CIO and argues that CIO’s are definitely not running out of time especially if the CIO realizes that the role today is different than it was in years past.

Ian writes that CIO’s need to better understand the New role of the CIO and follow a new model. He writes:
<blockquote>In this new model, rather than being the gatekeeper of the technology budget and the provider of all technology used by the business, the new type of CIO and IT function act as brokers, providing advice, guidance and access to the technology required by the rest of the business. <em><strong>It is a far more important and valuable role but it requires a different type of CIO and a different type of IT function.</strong></em></blockquote>
Emphasis mine.

There are some CIO’s out there that have embraced the changing landscape of IT. These CIO’s have figured out that their future lies within a collaborative environment with other groups within the organization. They’ve realized that groups like Marketing and the Chief Marketing Officer have been increasing their technological knowledge exponentially over the last few years. They’ve realized that the future of the IT group and their future as CIO lies within their ability to help lead technology solutions within a company without having to ‘own’ that technology or the budget for that technology. I’ve given these CIO’s a new moniker. <em>They are New CIO’s</em>.

While these CIO’s have figured out the future of their role and the IT group is changing, there are many other CIO’s who’ve yet to figure it out - or at least have yet to accept that changes are coming (or have already arrived). These second types of CIO’s are looking for ways to get their ‘old’ lives back. They're looking for ways to own all technology budgets, projects and systems and are constantly fighting the CMO and others to regain the control they once had. Just like the New CIO’s, I’ve given this second type of CIO a moniker as well. <em>They are Old CIO’s</em>.

I know...I know...not very interesting names for either, but stick with me in this journey and you’ll see they are perfect monikers for the two types of thinking. Not only do they perfectly describe the difference between the two types of CIO’s I see today but the monikers describe the difference in the types of thinking that is required of CIO’s to build the digital organization of the future.

Throughout my career, I’ve generally found myself at the intersection of business strategy and technology.  I've spent many years working as a consultant to CIO’s, CMO’s and other’s within many different types of organizations. I’ve worked with large and small companies and IT groups from one to one-thousand people.

Over the course of my career, I’ve watched many companies struggle with technology and technology management. I’ve watched companies languish in the Old way of thinking and I’ve watched companies grow revenues exponentially with new thinking.  I’ve watched companies shrink and layoff staff because they just couldn’t move away from Old thinking. I’ve watched other companies grow their technological systems and capabilities while keeping staffing levels fairly constant with New thinking approaches.

I think the New CIO and the New IT group can bring a more value to an organization than any other part of the business. As CIO, you can continue doing things the way you used to or you can reimagine your role and the role of your team plays within the organization and deliver more value to the business than ever before.

I’ve heard some people say that the IT group (and the CIO) are irrelevant in today’s world. I disagree. The New CIO can make IT and the CIO role more relevant than ever before.",20150120,http://ericbrown.com/new-cio-revisited.htm,Featured|The New CIO,Business|CIO|Strategy
9126,Perceptions Matter - CIO's Take Note,"CIO Magazine has released their ""<a title=""2015 State of the CIO"" href=""http://www.cio.com/article/2862760/cio-role/2015-state-of-the-cio.html"" target=""_blank"">2015 State of the CIO</a>"" report.  I look forward to this report every year as it provides some great insight into the minds of CIO's and the roles they are playing within their businesses.

This year's report has some great content but I wanted to point out one particular aspect of the report related to 'perceptions' of the CIO and IT group.  In the slide below - taken from the<a title=""2015 State of the CIO"" href=""http://www.cio.com/article/2862760/cio-role/2015-state-of-the-cio.html"" target=""_blank"">2015 State of the CIO</a> report - results of questions related to how business leaders perceive the IT group within their organization are provided.

<img class=""aligncenter wp-image-9127 size-full"" src=""http://ericbrown.com/wp-content/uploads/2015/01/Screenshot-2015-01-21-13.19.18.png"" alt=""State of the CIO for 2015"" width=""626"" height=""460"" />

For a small minority (13%), the IT group and the CIO are seen as business leaders. These are the CIO's and IT groups who've figured out how to work in the 'New' world of business. These are the teams that view themselves as solvers of business problems, not technology problems. Another 30% of the respondents see the IT group and the CIO as business partners. I'm actually pretty excited to see such a large number.

There's a disheartening aspect to these results though with 43% of respondents calling their CIO's and IT groups business partners or business leaders. The majority of respondents (56%) see their IT groups as a necessary part of the business but not something that truly creates lasting value for the business or the clients of the business. With 18% of respondents perceiving IT as a cost center and 38% viewing the IT group and/or CIO as a service provider, we see that many companies still view IT as just a budgetary line item rather than a real, value-driven part of the business.

I'm sure there are plenty of CIO's and IT professionals who believe they are more than a cost center or service provider, but based on the respondents in this survey, the majority of those folks would be wrong.   I wonder how many CIO's out there would put themselves in the 'cost center' or 'service provider' bucket if they were asked?

Perception matters. How is your IT group viewed by your organization?

&nbsp;",20150121,http://ericbrown.com/perceptions-matter-cios-take-note.htm,The New CIO,CIO|perceptions
9133,Foto Friday - Juvenile Black Crowned Night Heron,"I captured this Juvenile Black Crowned Night Heron (I think...ID check?) at the Brookgreen Gardens in Murrells Inlet. Captured with Canon 7D Mark II with Canon 400 mm 5.6 L handheld.

[phototext]

<a href=""http://ericbrown.com/wp-content/uploads/2015/01/J9A0075-Edit.jpg""><img class=""aligncenter wp-image-9134"" src=""http://ericbrown.com/wp-content/uploads/2015/01/J9A0075-Edit-704x1024.jpg"" alt=""Juvenile Black Crowned Night Heron"" width=""550"" height=""800"" /></a>",20150123,http://ericbrown.com/foto-friday-juvenile-black-crowned-night-heron.htm,Foto Friday,Photography
9138,Secrets to Big Data Success?,"<a href=""http://ericbrown.com/wp-content/uploads/2015/01/no-secrets-480.gif""><img class=""alignleft size-medium wp-image-9139"" src=""http://ericbrown.com/wp-content/uploads/2015/01/no-secrets-480-300x300.gif"" alt=""Big Data Secrets for Success"" width=""300"" height=""300"" /></a>Last week I was asked whether there were any 'secrets' that companies can follow to ensure success with big data.  My short answer was ""Nope."" My longer answer was something along the lines of ""there aren't any secrets, just lots of work and a little bit of luck.'

Most folks don't like to hear answers like that. Most folks want to hit the 'easy' button and be done with it but there's very little in life that the easy button actually works for. That doesn't stop people from searching for the easy button though.

In what I thought was another blog post purporting to point to the easy button, I was pleasantly surprised to read <a title=""Seven secrets to big data project success"" href=""http://searchcio.techtarget.com/opinion/Seven-secrets-to-big-data-project-success"" target=""_blank"">Seven secrets to big data project success over</a> on SearchCIO this morning. While I thought the article was going to really push for the 'easy' button, it actually does a decent job of describing some of the things that a company can do to set themselves up for success with big data. Their seven 'secrets' are:
<ul>
	<li>Do start small</li>
	<li>Do experiment</li>
	<li>Do pull the trigger on Hadoop</li>
	<li>Do leverage dark data</li>
	<li>Don't give into the R craze</li>
	<li>Don't just report on the data</li>
	<li>Don't think analytics will automatically be adopted</li>
</ul>
While I wouldn't call any of these 'secrets', they are good reminders of things that you can do to get yourself moving in the right direction with your big data initiatives.   I agree with all of the above ""secrets"" except for the ""don't give into the R craze"" ...sometimes it just makes sense to build your own analytics and visualization system, at least when you're starting out.

While the author of the above article called them 'secrets', I'd suggest that they are just 'tips' for working within the big data world.

There's no 'easy' button or 'secret' to success in big data. It takes hard work and <a title=""Data should present more questions than answers"" href=""http://blogs.microsoft.com/work/2015/01/23/data-present-questions-answers/"" target=""_blank"">listening to the data to let it tell its own story</a>.",20150126,http://ericbrown.com/secrets-big-data-success.htm,Big Data|Featured,Big Data|data analytics|secrets
9144,Does your Disaster Recovery Plan Include the Cloud?,"<a href=""http://ericbrown.com/wp-content/uploads/2015/01/cloud-computing-cable2-595x335.jpg""><img class=""alignleft size-medium wp-image-9145"" src=""http://ericbrown.com/wp-content/uploads/2015/01/cloud-computing-cable2-595x335-300x169.jpg"" alt=""Disaster Recovery and the Cloud"" width=""300"" height=""169"" /></a>In years past, companies have relied on multiple data center locations to act as their main disaster recovery (DR) systems and data in case of disaster. This has generally worked well for those companies that have planned and tested their DR systems and plans appropriately.

In recent years organizations have been looking for more robust solutions for disaster recovery than storing their data in separate data centers. With the growth in popularity, functionality and capabilities of cloud technology and cloud vendors, CIO’s and IT Managers began to investigate the use of public, private and hybrid cloud systems for disaster recovery solutions.

It’s taken a while for many companies to feel comfortable with the cloud as a platform that is an integral part of their business systems, but most CIO’s and IT professionals have come to terms with the capabilities and impact of cloud technology. While <a title=""The State of Global Disaster Recovery Preparedness"" href=""http://drbenchmark.org/wp-content/uploads/2014/02/ANNUAL_REPORT-DRPBenchmark_Survey_Results_2014_report.pdf"" target=""_blank"">secondary sites still dominate the disaster recovery planning for organizations</a>, cloud deployment of disaster recovery solutions continues to grow. With a cloud DR deployment, companies can ensure geographic diversity for their data and cloud DR can allow a company to use multiple cloud vendors to ensure diversity of networks and systems for building a very robust disaster recovery plan.

Cloud-based disaster recovery makes a lot of sense, but there are still plenty of people worried about moving to the cloud for their DR. Many people get hung up on a few old myths (e.g., downtime doesn't cost that much, disaster recovery means long-term contracts,  etc) that keep them from moving their disaster recovery systems and plans to the cloud while others believe their on-premise DR systems and plans will work just fine.

Cloud-based DR can provide an enormous amount of value to an organization. In the event of a disaster, a cloud-based system can help a company recover quickly and efficiently. Not only can data be stored safely and reliably in the cloud but systems and applications can be replicated in the cloud to allow the organization to bring their systems online quickly after a disaster.

Many clients that I work with have cloud-based disaster recovery systems in place or they’ve put them on their roadmap for the coming years. They’ve been able to look past the myths about the cloud and cloud-based DR and see the value. They see the benefits of the cloud for disaster recovery and have started shifting their disaster recovery planning and budget initiatives to the cloud.

From my experiences talking with CIO’s and other IT leaders, there’s quite a lot of interest in cloud technology these days. Many companies are looking at cloud-based disaster recovery for their next iteration of disaster recovery. Thankfully, people are starting to move past the concerns and myths about the cloud and are seeing it for what it is: a great platform for building agile, flexible and cost-effective solutions for their business.

What about your organization? Does your disaster recovery plan include the cloud?

<em>This post is brought to you by the <a href=""http://vcloudproviders.vmware.com/"" target=""_blank"">VMware vCloud Air Network</a>.</em>",20150128,http://ericbrown.com/disaster-recovery-plan-include-cloud.htm,Data Center|Information Technology,Backup|cloud|disaster recovery
9147,Building an Agile IT Group,"<a href=""http://ericbrown.com/wp-content/uploads/2015/01/embracechange.png""><img class=""alignleft size-medium wp-image-9151"" src=""http://ericbrown.com/wp-content/uploads/2015/01/embracechange-300x224.png"" alt=""Building an Agile IT Group"" width=""300"" height=""224"" /></a>Like the data center in most organizations, IT groups have been undergoing a transformation over the last few years. IT leaders have constantly been on the lookout for new systems, technologies, people and skills to meet the ‘do more with less’ mantra while continuing to build out the capabilities required of their teams.

Thankfully, CIO’s have had the good fortune that cloud computing and virtualization were available to help transform IT operations and the data center. Combining these new technologies in innovative ways has allowed organizations to cut costs, improve flexibility and just generally ‘do more with less.’

Virtualization has allowed organizations to expand their data center capabilities without requiring enormous outlays of capital for new hardware and physical space by allowing companies to decommission underutilized servers and replace them with optimized virtualized systems.

Similarly, the cloud has given organizations access to an almost limitless amount of processing and storage power with low costs, relatively high reliability and a great deal of agility. Companies have been able to quickly and efficiently expand data center capabilities with little capital expenditure or long term commitments by turning to cloud vendors and platforms.

Both virtualization and cloud computing have completely transformed data center planning and operations. They’ve also planted the seeds of change within the IT group itself by forcing IT professionals to think more about adding business value rather than narrowly focusing on the technologies they are managing and implementing.

Many organizations have been pushing data center transformation projects while neglecting the transformation of the IT group itself. These companies have transformed (or are working to transform) their data centers from a monolithic, underutilized liability to an agile and valuable asset, but they’ve often failed to push agility as a core concept for IT professionals working within their IT groups.

In order to continue to improve and provide value, CIO’s need to be thinking about their people as well as their technology and systems. They need to think about how to include concepts like agility, business value, cross-training and laser focus on customer satisfaction into the fabric of the IT group.

While I can’t provide a ‘recipe’ for CIO’s to use to create an agile IT group, I have provided a few guidelines that have worked for me (and others) in the past. These guidelines are:
<ul>
	<li><strong>Focus on the User</strong>: Many times, IT is given a set of requirements and they go off to build a system to meet those requirements. Rarely do we take a step back to look at the requirements from the user’s point of view. Rarely do we spend more than a few minutes talking to the actual end users who have commissioned the work. Rarely do we see the stress and strain they are under to do their jobs. A focus on the user will help IT professionals understand the need for agility and flexibility in their jobs.</li>
	<li><strong>Rethink your Operational Delivery Model</strong>: Use the cloud and virtualization to rethink and rebuild your delivery capabilities so that your team can more easily say “yes” when asked for help from the business. If your IT staff can say “yes” easily, it will become second nature for them to continue to say ‘yes’ whenever they can. And saying “yes” is what agility is all about.</li>
	<li><strong>Invest in Skills and Training</strong>: If you want your team to change, you really need to focus on training and skill development to ensure your team has the capabilities and knowledge to perform their jobs in a fast-paced environment like an agile IT group.</li>
	<li><strong>Cultivate and Eliminate</strong>: Cultivate the skills, ethics and abilities that you want to see in your agile team while eliminating those that you don’t. This may mean hiring and firing but not everyone is cut out for an agile IT group so you shouldn’t try to force people to ‘fit.’</li>
</ul>
In order to compete in the future, CIO’s and IT professionals need to remain agile. They’ll need to continue <a href=""http://ericbrown.com/building-agile-data-center.htm"">building the agile data center</a> but they’ll need to also focus on building an agile team to get the most use from the <a href=""http://ericbrown.com/agile-data-center.htm"">agile data center</a>.

<em>This post is brought to you by <a href=""http://bit.ly/1riFmXb"" target=""_blank"">Symantec</a> and <a href=""http://bit.ly/1yDa8OZ"" target=""_blank"">The Transition To The Agile Data Center</a>.</em>",20150129,http://ericbrown.com/building-agile-group.htm,Information Technology|Technology|The New CIO,Agile|Change|CIO|IT
9153,Foto Friday - Great White Egret,"I captured this Great White in South Carolina. Captured with Canon 7D Mark II with Canon 400 mm 5.6 L handheld.

[phototext]

<a href=""http://ericbrown.com/wp-content/uploads/2015/01/J9A0196.jpg""><img class=""aligncenter wp-image-9154"" src=""http://ericbrown.com/wp-content/uploads/2015/01/J9A0196-704x1024.jpg"" alt=""Great White Egret"" width=""481"" height=""700"" /></a>",20150130,http://ericbrown.com/foto-friday-great-white-egret.htm,Foto Friday,Photography
